"TA+b00iy","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00j1","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00j3","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00jb","1","0","1","0","0","0","0","2019-12-15","2020-12-12"
"TA+b00jd","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00jf","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00jh","1","1","1","1","1","1","0","2019-12-15","2020-12-12"
"TA+b00jz","0","0","0","0","1","1","0","2019-12-15","2020-12-12"
"TA+b00k1","1","1","1","1","1","1","0","2019-12-15","2020-12-12"
"TA+b00k2","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00k3","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00k5","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00kb","0","0","0","0","0","0","1","2019-12-15","2020-12-12"
"TA+b00kc","0","0","1","1","0","1","1","2019-12-15","2020-12-12"
"TA+b00kd","0","0","0","1","1","0","1","2019-12-15","2020-12-12"
"TA+b00ke","0","0","0","0","1","1","0","2019-12-15","2020-12-12"
"TA+b00kf","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00kg","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00kj","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00km","1","1","1","1","0","0","1","2019-12-15","2020-12-12"
"TA+b00kt","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00kx","0","0","0","0","0","0","1","2019-12-15","2020-12-12"
"TA+b00ky","0","0","0","0","0","0","1","2019-12-15","2020-12-12"
"TA+b00kz","1","0","0","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00l0","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00l1","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00l2","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00l3","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00l5","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00l6","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00l7","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00l8","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
