"23","Transports Publics du Chablais"
"835","Service d'automobiles TMR"
"853","Theytaz Excursions Sion"
"714","Bus Sierrois"
"888","Autotransports Sion-Grône-Sierre"
"142","Sierre-Montana-Crans"
"814","RegionAlps Bus"
"708","Elektrobus Zermatt"
"3002","Aletsch-Express Riederalp-Bettmeralp"
"882","Stadtbus Winterthur"
"78","Sihltal-Zürich-Uetliberg-Bahn"
"3849","Verkehrsbetriebe Zürich INFO+"
"807","Automobildienst SZU"
"46","Forchbahn"
"165","Poly-Bahn Zürich"
"164","Dolderbahn Betriebs AG"
"194","Zürichsee-Schifffahrtsgesellschaft AG (ZSG)"
"773","Verkehrsbetriebe Glattal"
"204","Adliswil-Felsenegg"
"805","Verkehrsbetrieb LIECHTENSTEINmobil"
"7000","Interimsfahrplan / Horaire interimaire / Orario ad interim"
"49","Ferrovie Autolinee Regionali Ticinesi"
"7042","BLS Bus Fahrplanbedürfnisse"
"48","Matterhorn Gotthard Bahn (fo)"
"43","Chemins de fer du Jura"
"9020","Transports Vallée de Joux-Yverdon-Ste-Croix (oc/bus)"
"7050","ZB Bus Fahrplanbedürfnisse"
"277","Téléphérique Dorénaz-Champex d'Alesse/Commune de Dorénaz"
"158","Zugerbergbahn"
"263","Fürgangen-Bellwald"
"908","Dampfbahn-Verein Zürcher Oberland"
"7067","Busbetrieb Oberems-Gruben"
"163","Locarno-Madonna del Sasso"
"154","Treib-Seelisberg-Bahn"
"114","Engelberg-Trübsee-Titlis"
"109","Davos Klosters Bergbahnen (dpb)"
"111","Sportbahnen Davos"
"293","Glaris-Rinerhorn"
"236","Chur-Dreibündenstein"
"115","Parc d'Attractions du Châtelard"
"219","Arosa Bergbahnen"
"147","Bergbahnen Engadin St. Moritz AG"
"133","Celeriner Bergbahnen - Punt Muragl-Muottas Muragl"
"238","Celeriner Bergbahnen - Celerina-Saluver"
"223","Pendicularas Scuol SA"
"312","Grindelwald Grund-Männlichen"
"287","Pizolbahnen AG"
"252","Lenzerheide Bergbahnen"
"3003","Télésiège Buttes-La Robella"
"3004","Transports publics fribourgeois"
"3005","Kaisereggbahnen Schwarzsee AG"
"117","Funicolare Ritom SA"
"3009","Centre Touristique Moléson"
"225","Bergbahnen Destination Gstaad AG"
"3013","Télé-Villars-Gryon"
"3020","Télé-Torgon SA"
"330","Télémorgins SA"
"331","Télé Champéry - Crosets Portes du Soleil SA (tps)"
"3024","TéléLaFouly-ChampexLac SA"
"311","Téléverbier"
"134","Lugano-Monte San Salvatore"
"3028","Remontées mécaniques SA"
"3031","Télé-Thyon SA"
"149","Niederhornbahn AG"
"3033","Télésiège Lana-La Meina"
"314","Télécabine Vercorin-Crêt-du-Midi"
"337","Remontées Mécaniques Grimentz-Zinal SA"
"258","Funiculaire St-Luc-Chandolin"
"3040","Télésiège Ovronnaz-Jorasse"
"294","Remontées Méc. du Wildhorn Anzère"
"245","Remontées Mécaniques Crans-Montana-Aminona"
"297","Torrent-Bahnen Leukerbad-Albinen AG"
"3050","Sportbahnen Unterbäch AG"
"3052","Sesselbahn Visperterminen-Giw"
"239","Niederhornbahn AG"
"220","Touristische Unternehmung Grächen AG"
"299","Zermatt Bergbahnen AG"
"234","Saastal Bergbahnen AG"
"315","Bergbahnen Hohsaas AG"
"276","Rosswald Bahnen AG"
"274","Blatten-Belalp"
"209","Aletsch Riederalp Bahnen AG"
"262","Aletsch Bahnen AG"
"3063","Sportbahnen Bellwald Goms AG"
"135","Niesenbahn"
"119","Drahtseilbahn Marzili-Stadt Bern AG"
"298","Lenk Bergbahnen"
"261","Gstaad 3000 AG"
"3070","Sesselbahn Kiental-Ramslauenen"
"3073","Bergbahnen Adelboden AG"
"120","Giessbachbahn"
"13600","Kriens-Fräkmüntegg"
"3087","Reichenbachfall-Bahn"
"273","Marbach-Marbachegg"
"343","Bergbahnen Sörenberg AG - fikt"
"3102","Stoosbahnen AG"
