"1100877","0"
"1100882","0"
"1322000","0"
"1322001","0"
"1322002","0"
"1322003","0"
"1322004","0"
"1322005","0"
"1322006","0"
"1322007","0"
"1322008","0"
"1322010","0"
"1322012","0"
"1322013","0"
"1322014","0"
"1322015","0"
"1322016","0"
"1322017","0"
"1322018","0"
"1322019","0"
"1322021","0"
"1322022","0"
"1322023","0"
"1322024","0"
"1322025","0"
"1322026","0"
"1322027","0"
"1322029","0"
"1322030","0"
"1322031","0"
"1322032","0"
"1322033","0"
"1322034","0"
"1322035","0"
"1322036","0"
"1322037","0"
"1322038","0"
"1322039","0"
"1322040","0"
"1322041","0"
"1322042","0"
"1322044","0"
"1322045","0"
"1322047","0"
"1322048","0"
"1322049","0"
"1322050","0"
"1322051","0"
"1322052","0"
"1322053","0"
"1322054","0"
"1322055","0"
"1322057","0"
"1322058","0"
"1322059","0"
"1322060","0"
"1322061","0"
"1322062","0"
"1322063","0"
"1322064","0"
"1322065","0"
"1322066","0"
"1322067","0"
"1322068","0"
"1322070","0"
"1322072","0"
"1322073","0"
"1322074","0"
"1322075","0"
"1322076","0"
"1322077","0"
"1322078","0"
"1322079","0"
"1322080","0"
"1322081","0"
"1322082","0"
"1322083","0"
"1322084","0"
"1322085","0"
"1322086","0"
"1322087","0"
"1322088","0"
"1322090","0"
"1322091","0"
"1322092","0"
"1322093","0"
"1322094","0"
"1322095","0"
"1322096","0"
"1322097","0"
"1322098","0"
"1322099","0"
"1322100","0"
"1322101","0"
"1322103","0"
"1322104","0"
"1322105","0"
"1322106","0"
"1322108","0"
"1322109","0"
"1322110","0"
"1322111","0"
"1322112","0"
"1322113","0"
"1322114","0"
"1322116","0"
"1322117","0"
"1322118","0"
"1322119","0"
"1322120","0"
"1322122","0"
"1322123","0"
"1322124","0"
"1400014","0"
"1400015","0"
"1400016","0"
"1400017","0"
"1400018","0"
"1400020","0"
"1400022","0"
"1400023","0"
"1400024","0"
"1400025","0"
"1400026","0"
"1400027","0"
"1400028","0"
"1400030","0"
"1400032","0"
"1400036","0"
"1400038","0"
"1400040","0"
"1400051","0"
"1400055","0"
"1400057","0"
"1400059","0"
"1400099","0"
"1400104","0"
"1400118","0"
"1400126","0"
"1400198","0"
"1400200","0"
"1400394","0"
"1400396","0"
"1400398","0"
"1400416","0"
"1400432","0"
"1400522","0"
"1400524","0"
"1400526","0"
"1400574","0"
"1400576","0"
"1400578","0"
"1400598","0"
"1400606","0"
"1400608","0"
"1400687","0"
"1400689","0"
"1400691","0"
"1400701","0"
"1400707","0"
"1400727","0"
"1400839","0"
"1400847","0"
"1400929","0"
"1400939","0"
"1400941","0"
"1400943","0"
"1401025","0"
"1401037","0"
"1401063","0"
"1401093","0"
"1401095","0"
"1401231","0"
"1401233","0"
"1401235","0"
"1401273","0"
"1401326","0"
"1401334","0"
"8001093","0"
"8001304","0"
"8002370","1"
"8002371","0"
"8002373","0"
"8002374","1"
"8002375","0"
"8003005","0"
"8014043","1"
"8014181","1"
"8014228","0"
"8014238","1"
"8014239","1"
"8014240","1"
"8014241","0"
"8014245","0"
"8014277","0"
"8014281","0"
"8014283","0"
"8014288","0"
"8014289","0"
"8014309","0"
"8014318","0"
"8014319","0"
"8014324","0"
"8014325","0"
"8014326","0"
"8014327","0"
"8014328","0"
"8014329","0"
"8014330","0"
"8014331","0"
"8014332","0"
"8014335","0"
"8014347","0"
"8014348","0"
"8014349","0"
"8014350","0"
"8014354","0"
"8014357","0"
"8014358","0"
"8014359","0"
"8014360","0"
"8014361","0"
"8014364","0"
"8014365","0"
"8014367","0"
"8014368","0"
"8014372","0"
"8014373","0"
"8014376","0"
"8014377","0"
"8014378","0"
"8014379","0"
"8014380","0"
"8014384","0"
"8014393","0"
"8014394","0"
"8014396","0"
"8014397","1"
"8014398","1"
"8014400","2"
"8014404","0"
"8014405","0"
"8014406","0"
"8014407","0"
"8014408","0"
"8014410","0"
"8014411","1"
"8014413","0"
"8014416","0"
"8014417","0"
"8014418","0"
"8014419","0"
"8014420","0"
"8014421","0"
"8014422","0"
"8014423","0"
"8014424","0"
"8014428","0"
"8014429","1"
"8014439","1"
"8014440","1"
"8014441","0"
"8014443","1"
"8014444","1"
"8014445","0"
"8014446","1"
"8014447","0"
"8014448","1"
"8014449","1"
"8014450","0"
"8014458","1"
"8014459","1"
"8014460","1"
"8014462","1"
"8014463","1"
"8014464","1"
"8014465","1"
"8014466","1"
"8014467","1"
"8014468","1"
"8014469","1"
"8014471","1"
"8014474","1"
"8014478","1"
"8014479","0"
"8014480","1"
"8014481","0"
"8014482","0"
"8014483","0"
"8014484","0"
"8014485","0"
"8014487","0"
"8014488","0"
"8014490","1"
"8014491","1"
"8014492","1"
"8014497","0"
"8014499","0"
"8014500","1"
"8014501","0"
"8014502","0"
"8014511","1"
"8014513","1"
"8014518","1"
"8014521","0"
"8014526","0"
"8014529","0"
"8014533","0"
"8014534","0"
"8014545","0"
